Nänäre north=Assajee south=Lalale east=Inkö west=Vääkän
Taraltisan north=Oonopse south=Vesimua east=Ärrikkä west=Etä
Neja north=Attuon south=Äsätkään east=Aherarooma west=Vatejine
Oohti north=Nippüüsi south=Odookkika east=Lonillorre west=Ötäköö
Aama north=Älernä south=Enüllää east=Äsüriltä west=Soka
Nöökää north=Iki south=Älin east=Kiheteves west=Vemöömä
Ipi north=Pempäri south=Ramaljo east=Lamoo west=Esöö
Äänüülle north=Arvillassina south=Estöönä east=Nöörüvähädää west=Isvöntitinün
Tetsämäppele north=Noninnehe south=Jesäs east=Ketta west=Iise
Nökkütätää north=Räküüstön east=Sikkan west=Illäräküüstää
Melvää north=Lustes south=Olkon east=Noopera west=Sakeen
Tikas north=Löönnäkäkälö south=Illöövükäänö east=Päärjis west=Ikkääläksäsö
Itkimüüs north=Ruumme south=Kuluusittevi east=Nitirrädös west=Sääkkä
Äälmit north=Lipe south=Onola east=Teläjie west=Mitüüdöö
Tusaa north=Nümpäädisin south=Tiri east=Aalti west=Äntöö
Ileris north=Jaatta south=Ivaa east=Viisooni west=Tehtimmesti
Ansoos north=Vömä south=Kaase east=Äkinämüppet west=Äühöö
Renaa north=Soras south=Pite east=Aassone west=Enopas
Lavipa north=Süssä south=Esäävetrö east=Huuha west=Neksävökköö
Edöräppämä north=Esira south=Nüükkö east=Tänissöös west=Mäime
Anittalustes north=Kuuhen south=Opla east=Känüngilääni west=Esookeismane
Tikkoo north=Äläkös south=Oosha east=Äärüüdö west=Mölelmä
Merjön north=Neträ south=Särkä east=Rusta west=Alotoos
Niri north=Säppää south=Eehtis east=Ötin west=Moton
Ivää north=Eidilarraa south=Ipesta east=Rekin west=Leraaloos
Oonenki north=Äppänköpä south=Naansaa east=Öli west=Silkemahaljaa
Äres north=Säätii south=Lüpütö east=Astaamepsolpe west=Irhää
Köökisetä north=Neljeto south=Soluno east=Poostaran west=Tastoka
Itula north=Muutkaalalaa south=Koosvaa east=Äülükkäventi west=Säde
Ennävä north=Ippipakaa south=Amen east=Räninillöri west=Rirjas
Nökä north=Hettäävi south=Antoo east=Sävöös west=Tive
Lööretälät north=Täsääs south=Koti east=Litoona west=Evükää
Araa north=Noori south=Ennä east=Elaa west=Nuji
Pevikon north=Sülüö south=Amaatta east=Sunot west=One
Taaslihounliman north=Kejuseskarse south=Rapo east=Tiloormo west=Läälmäs
Vaaksa north=Anen south=Nüvöä east=Räpän west=Tuleta
Alamoos north=Ättiigä south=Eemitsustaa east=Äästärjes west=Lössintön
Lite south=Püüntö east=Läämiltä west=Tävämes
Osoosta north=Ruuki south=Teslookkas east=Kaapappene west=Irahmevasi
Läsäkä north=Tipi south=Äröö east=Naasa west=Ärestihäs
Täädelin north=Niimpöhes south=Tühensöli east=Kisvinintii west=Molluune
Vämin north=Iveenüä south=Tüühättün east=Ärvöükki west=Kehoo
Terosa north=Räüdürtäsis south=Laavukaa east=Roski west=Kivuuttaakan
Hägäkikenes north=Ikies south=Ata east=Kenäs west=Arjaan
Ääkkääktä north=Maanalmaasaave south=Jipes east=Silmivaastiulen west=Rahdas
Aavipa north=Naski south=Tikättäättintä east=Sunulura west=Löhä
Ajalaala north=Öväänvi south=Ätötää east=Mänönis west=Eerürüüsä
Keesütä north=Nelipirö south=Äümmä east=Ölmi west=Todas
Nämä north=Alkirattira south=Pimää west=Sakkas
Illäne north=Nepemättiskää south=Kookkaan east=Naahi west=Otti
Puskes north=Alaakralkenna south=Olilje east=Ävüümä west=Lüstinkä
Jänää north=Äüköönüä south=Ilettüs east=Ivän west=Istirhüüke
Ateenkenise north=Tähtäkääs south=Luumerkerjin east=Idalkolkella west=Vastola
Ipähkääküülme north=Ettäs south=Rakaana east=Ohene west=Miinän
Lakavi north=Raakaas south=Isaa east=Ake west=Sänilvöö
Inäse north=Äne south=Häli east=Öökäs west=Oorjasaake
Ästö north=Laahturo south=Tuva east=Irjeske west=Jehuniluri
Iikes north=Tosokikaa south=Iluso east=Lertovaa west=Ilise
Remäs north=Atkalilos south=Ekä east=Ölee west=Takkerto
Terpaastaas north=Älläsöös south=Lönä east=Kiküä west=Niisakoo
Ätös north=Kistäsä south=Ristün east=Vääkän west=Sidenna
Äkkän north=Rise south=Ääskäägükköstön east=Ästi west=Kaatoolaa
Ali north=Kiuka south=Taaterne east=Renteves west=Äüsin
Inäplän north=Olmepoliha south=Püünitti east=Aruhemmoo west=Ötelülkemä
Risooloonon north=Särävää south=Adin east=Aattodello west=Ilää
Pöürüslö north=Hehjäs south=Jööstün east=Küürütä west=Äträä
Mahti north=Renaare south=Sääminnidässä east=Onvi west=Oorikka
Kivikun north=Täläätsääs south=Votesileksaa east=Jemejanasvo west=Aren
Äheleläätes north=Tijima south=Laksas east=Ari west=Ojaska
Rejäne north=Lökittin south=Nentamastua east=Kaguutka west=Aurve
Örvilkes north=Aumenodire south=Kepös east=Eslima west=Neenalmi
Mälle north=Äkinämüppet south=Etapina east=Ineüllüüvätä west=Kaase
Aalittokepi north=Hölää south=Tesonii east=Köönsüvä west=Ädi
Käälinti north=Eniljäs south=Iltonta east=Ipson west=Tinsige
Kiestäti north=Tasti south=Sänkä east=Siven west=Nilö
Resaatka north=Änsesten south=Ömesälä east=Tääntijä west=Lootiksoli
Östi north=Sihjin south=Äke east=Kirji west=Melääre
Aavuukas north=Nita south=Tirini east=Ähüüs west=Imäröinürkün
Äämeseinnöle north=Serilvä south=Nedöörsä east=Sirtaatte west=Hotton
Kihtüttöön north=Ästüti south=Ihittevitöös east=Äätöstin west=Mitäärpä
Name north=Sistesso south=Timoovulma east=Limmusa west=Ketäänüüle
Kälee north=Vüüsälki south=Inääke east=Öllipenges west=Line
Liteppä north=Mansimaa south=Taassis east=Kare west=Mäne
Esteesän north=Herülminäs south=Äärvän east=Kidoommuuha west=Kikkursas
Elünsi north=Tirmippi south=Inas east=Äsänä west=Nüihä
Semalta north=Möüstän south=Histervi east=Nööde west=Sösi
Tarjo north=Taikalji south=Ötööki east=Mottejan west=Etka
Räpän north=Ponuos south=Aavaanke east=Telvelönöö west=Vaaksa
Sokaale north=Selläänäkes south=Aurellaas east=Tülmä west=Arili
Nukodo north=Kisvinintii south=Ijoumpa east=Akehas west=Tühensöli
Ämeürhiles north=Övätüsilä south=Nihää east=Täätöö west=Kölüä
Neskelö north=Äkilä south=Köjääkken east=Saaro west=Eseskärrä
Näsi north=Itervi south=Mönmää east=Askolturje west=Ootsitut
Tosvetsen north=Mönä south=Heillän east=Telli west=Önkiiperni
Lääksätinkite north=Äüttenüühinhä south=Aakoomelai east=Möksönö west=Kuusee
Kinsi north=Melaalitaame south=Alon east=Ästää west=Oistanto
Tisö north=Mattee south=Jostoo east=Apa west=Almenua
Aase north=Nella south=Pelinükä east=Löte west=Hönvimä
Irätitäpi north=Aultas south=Isviravetten east=Lanleesihes
Öilekärjä north=Sarnalukkiko south=Ärippi east=Ärnis west=Ömeletkön
Lorvappaa north=Ookkua south=Räänäi east=Aliska west=Ärpö
Allisa north=Arastani south=Aali east=Hasilove west=Sesoo
Kestin north=Öväkä south=Noso east=Irvilüüntintös west=Sime
Eeppäsön north=Luslaa south=Äünänä east=Aavaas west=Limöpi
Elelkä north=Emus south=Raake east=Irhekentaari west=Aurho
Kelmin north=Saarhes south=Sirkona east=Miträski west=Tarkoja
Elumakki north=Aasallekolli south=Neenalmi east=Aumenodire west=Iksantanakri
Kuhaatta north=Kasaavarsa south=Ramuukaasii east=Ada west=Lunus
Onaa north=Todalli south=Öökäs east=Ittä west=Äne
Kättöküs north=Önlikkää south=Nuli east=Türekipää west=Itsan
Ales north=Livärö south=Käli east=Irääletääs west=Arpo
Ieraka north=Näsäänkepsäpä south=Siikä east=Sönääküä west=Siven
Loilkasi north=Temoli south=Elvila east=Ruuro west=Aavi
Eirre north=Alilis south=Aalvikkiki east=Pala west=Alme
Sekkosorekas north=Etimineles south=Epliki east=Äällätti west=Apa
Lülli north=Rahdas south=Tavi east=Jipes west=Lasna
Tulles north=Öötti south=Änkis east=Isi west=Könen
Riemahki north=Ringirte south=Kaaten east=Äsväälmüä west=Säpüülün
Äsittänkällä north=Jutaanme south=Osteesan east=Istä west=Alka
Lüti north=Inäntärülö south=Tuurivos east=Ilmikke west=Tikkä
Nilama north=Lonillorre south=Hülätes east=Ettil west=Odookkika
Toke north=Tilpütä south=Tidin east=Pella west=Isketto
Püläntä north=Sikouta south=Oohkoskikalaas east=Nisisiistavaa west=Ääriri
Öintin north=Artihda south=Temeerve east=Hunta west=Tuuste
Taavesi north=Hirra south=Sästi east=Tunaanoli west=Lennelkaadas
Täsi north=Sänätääketä south=Ollaase east=Elotten west=Nelejotsoni
Ehnotus north=Eljii south=Sastirvados east=Sista west=Ehlürpe
Apse north=Setä south=Sütsöläppät east=Rolije west=Pääsvä
Vitsoolasua north=Patamote south=Talla east=Leito west=Eitaanaara
Ämö north=Sedinönä south=Oksuoja east=Ärvi west=Ääslüte
Läke north=Nititipiin south=Tisti east=Sesä west=Irjilarki
Loslaari north=Nömme south=Neksä east=Valelolmi west=Aros
Mänis north=Raakare south=Veiteröö east=Püüte west=Tuure
Imaskes north=Loiranve south=Riliksos east=Iräräs west=Tasaruraa
Tämpeeti north=Pöihä south=Känüngilääni east=Müüskö west=Kuuhen
Inkinüä north=Tivan south=Äällekäntün east=Kihtihi west=Masilan
Ennüs north=Aasto south=Öppi east=Akkalua west=Kieska
Räüteden north=Säkä south=Ijus east=Tuka west=Tala
Nistikuun north=Löndön south=Amaski east=Lätä west=Pekaasaa
Älmön north=Jösin south=Eerärjää east=Rarulatso west=Ökke
Lota north=Tootolletkaa south=Ävöökkäsüä east=Taatihdilmen west=Pissiepään
Täpä north=Edaas south=Pülisöstüs east=Anni west=Inkilevelää
Sülö north=Tepi south=Tehkää east=Enaaspa west=Vuskaapa
Keräätti north=Ässerän south=Sämölee east=Tellö west=Inellenna
Apa north=Oji south=Akais east=Sekkosorekas west=Tisö
Virattennaastas north=Ämää south=Pätäröörelis east=Äkimpä west=Iltuula
Ate north=Elkaavevi south=Etittäi east=Settin west=Iluusasaarraa
Irkavininna north=Riihteti south=Nesimmä east=Pistiji west=Telä
Älmekköölä north=Ahus south=Huluuta east=Nasvin west=Alloohis
Tedii north=Titkilö south=Pisöömö east=Mivis west=Arohtuos
Etave north=Nevula south=Sisuo east=Jötömmes west=Äärtäästööt
Ömänöötihdä north=Itotasuli south=Ituun east=Rötä west=Auste
Malovaa north=Inala south=Öönne east=Kuuntaahde west=Öüntö
Aappaan north=Rerökä south=Leito east=Ele west=Patamote
Saasles north=Tooskan south=Pooluhtajis east=Intääs
Jäkke north=Lätöö south=Lälisöntidis east=Karsise west=Etkoori
Inaa north=Säsmeki south=Kilkänelä east=Naalo west=Raki
Isikkelo north=Äüsödä south=Aareksarraasa east=Sene west=Saarelliippi
Aastislanoo north=Kölkää south=Köjermerä east=Pona west=Äikte
Tampoome north=Ilmaastiijile south=Alaa east=Iküs west=Läätä
Räänli north=Ikkaansi south=Suulaati east=Ilärjäs west=Ääsnerräkä
Sestüsi north=Lesei south=Taaripaloolas east=Aamenma west=Arnuuhkuhtis
Äti north=Asaanopai south=Alita east=Elkolokin west=Ates
Kitaakkerenus north=Niksutta south=Lersali east=Tuunis west=Lali
Käppättejö north=Milma south=Akuuttekajaa east=Soostaan west=Atikaan
Äskääkümöni north=Inos south=Looro east=Neintuuge west=Ästämä
Telin north=Rämehke south=Rooraili east=Äänei west=Ilmujuus
Linne north=Looslestaas south=Rillöönüülüüppä east=Nintä west=Okka
Teti north=Ääppüsäs south=Päüste east=Etidön west=Ralipes
Raaskos north=Nütäs south=Edä east=Ehi west=Önäperehköö
Nüülülüün north=Rulisinunkis south=Ennüüsä east=Kantejiikkaan west=Äürhe
Sisi north=Lüstüle south=Eve east=Ejee west=Tinön
Kervätütüühen north=Kupananneha south=Atis east=Ilees west=Repen
Väjüä north=Erürö south=Valliitaanuun west=Iskaapi
Nuutsiska north=Suvan south=Aavitivi east=Mohjikit west=Tovesto
Tekinso north=Alaaltanka south=Tenirvi east=Ilis west=Pääsä
Nööde north=Enüülmees south=Lalan east=Ämeväs west=Semalta
Ilka north=Irasa south=Äkä east=Tiissö west=Liruukka
Äätki north=Naataretoovan south=Timesaa east=Sisvuules west=Keppöös
Viraasaa north=Testümööti south=Näärhä east=Öökä west=Käälkömi
Önüntä north=Lürrellen south=Sila east=Roodenvo west=Sänösää
Emintäs north=Säärrä south=Ontes east=Aattesaa west=Öllirjüün
Lekkö north=Miinän south=Iepe east=Rakaana west=Sate
Änepäävää north=Saakkuusepun south=Innästi east=Rinihja west=Itä
Äteenä north=Adastunadin south=Ötines east=Aspun west=Adirtaa
Irä north=Toojanaa south=Evimo east=Vakkiles west=Reti
Äütöön north=Jikurtaasua south=Nirtoon east=Iisä west=Äälelvää
Kasa north=Eraluussulaas south=Aanga east=Tigän west=Mavelli
Äänkä north=Eena south=Elüsköörsä east=Arurua west=Iskehi
Ötelülkemä north=Oostastitaana south=Sääle east=Inäplän west=Ösäri
Nertomi north=Istöötö south=Oriksustoden east=Ikkoo west=Reni
Änee north=Eekkö south=Nesjökestin east=Tema west=Anona
Paanehkeeherhis north=Lelaaspun south=Ärüllä east=Ättirä west=Äköös
Mano north=Tüttärön south=Öntöiprä east=Istete west=Kuska
Vesihviil north=Aisunaa south=Imes east=Ääne west=Äksänkä
Vikkamo north=Altese south=Äülün east=Tärrölipä west=Völi
Äähääseehöjän north=Löngi south=Läähei east=Ärääkkipää west=Jahtemaa
Tenä north=Kijitke south=Äürsökää east=Ätkütäjänpüä west=Tengetkistöötkä
Raalvunta north=Aatipinitaa south=Itäs east=Ännööke west=Ärnis
Äüvülen north=Erin south=Sahoonkos east=Tüümölüs west=Käänälääs
Asteen north=Ohita south=Jele east=Almootis west=Kälpüä
Pehdeki north=Lekeroo south=Ookeljanga east=Iste west=Ipuunna
Kitan north=Täkrinjäärürö south=Kenuus east=Lotis west=Tääte
Rasesaasin north=Omalaa south=Ääsöö east=Nüölepe west=Ikremä
Änhös north=Tüssise south=Nühjärän east=Nästöötepäälli west=Näästen
Täppövävä north=Lenähän south=Tömöölää east=Iimara west=Ojaa
Sänilvöö north=Tutka south=Nitadiurhivos east=Lakavi west=Äätti
Tütkälvää north=Kuuttekketaha south=Arasvo east=Nijulaarve west=Eemitän
Losasuus north=Östätkä south=Emmiine east=Epätettin west=Östärjinämin
Tiitsa north=Kööslihjän south=Röllööpsäs east=Tasso west=Torele
Moohti north=Käpöö south=Töölö east=Ilüs west=Inee
Najan north=Ikkikääntö south=Töhmäki east=Aji west=Äntääkä
Kishöön north=Rolo south=Tumo east=Kätö west=Naahi
Sörmitä north=Arkaakuke south=Rinto east=Irhajasisin west=Orjallon
Ketränime north=Rökönängö south=Vihte east=Ötismän west=Nenaat
Veslöökün north=Ijado south=Kökkärilmi east=Äätä west=Pättäs
Ältäänkä north=Irjaan south=Jiihikaaskirkun east=Äpepselä west=Öhköönirüüllit
Kölüä north=Kovaata south=Leeke east=Ämeürhiles west=Onhan
Juukumi north=Arkaa south=Jemejanasvo east=Nängöjüs west=Täläätsääs
Ellit north=Tääjä south=Jövemmää east=Vätäppä west=Äsväälmüä
Nasano north=Ipehurarus south=Äänke east=Jäte west=Virjan
Änkä south=Äniinvei east=Itörämüs
Hönvimä north=Takes south=Öüvikees east=Aase west=Hettikis
Etemmeri north=Näättärös south=Sünhöttäärä east=Oosanokkaapsa west=Sidukes
Elikaholuos north=Enetri south=Öötüüsmää east=Tapo west=Taalli
Emö north=Sirvää south=Ookirterumaan east=Hihodaa west=Tollaanarvoosmi
Käkensi north=Leedäüllöö south=Takeekseetetos east=Lohlarsoi west=Ähkö
Ävi north=Lööväähö south=Kisoon east=Voosjota west=Täköösüt
Esuurvoo north=Ölleenlististe south=Irötäätüke east=Äüljäädättenen west=Ookke
Meka north=Tirehepä south=Atta west=Insä
Söödö north=Vakkiles south=Nüsä east=Näänkekkää west=Evimo
Epüüpä north=Elis south=Pinne east=Lantuin west=Serua
Össäsis north=Vetönki south=Ehä east=Nihvailunteste west=Akse
Atonpahtikaas north=Iivin south=Ilmikke west=Inäntärülö
Tilkan north=Tümütti south=Epöskähläite east=Aavos west=Tääntijä
Senda north=Saatta south=Iterinka east=Irvi west=Ostin
Esis north=Nakavoo south=Nilläämärküs east=Edööti west=Hiirensövättä
Ötin north=Iläs south=Löve east=Kiteittitohdoos west=Niri
Eelörvö north=Tädö south=Onsoorja east=Aates west=Näädön
Attivereki north=Arimooveihja south=Elotten east=Hiresäsinüä west=Sänätääketä
Suhtaa north=Mesuta south=Nistuntee east=Kärirellöösin west=Lerhaalosta
Älvätä north=Solis south=Ijoosveksutan east=Nänkäräänüümes west=Tentörköögi
Ettäppömötin north=Ijaan south=Hooksi east=Epi west=Enhi
Oonopse north=Tihjere south=Taraltisan east=Laltihaa west=Lirjen
Estäänä north=Edoonla south=Oopo east=Sömäsihve west=Äpsätääs
Itte north=Itesa south=Süherittävän east=Pilkipäs west=Ämmä
Älernä north=Eni south=Aama east=Pakua west=Ärte
Kerja north=Tävärhä south=Ikköhiste east=Iirvuksantuslee west=Aasi
Pempäri north=Äljärö south=Ipi east=Sennaamoode west=Rilas
Arvillassina north=Nennäs south=Äänüülle east=Älmääläkkilmel west=Ööttepä
Noninnehe north=Eisamaa south=Tetsämäppele east=Eestelmetka west=Levilka
Räärä north=Ääksöö east=Inüüntüüs west=Iha
Kallis north=Aahtuusis south=Eluunsi east=Kemirä west=Kutoohaa
Illöövükäänö north=Tikas south=Ilää east=Särävää west=Ääleellö
Kukinti north=Ästeves south=Tiso east=Illää west=Sönüseneltä
Onola north=Äälmit south=Kidihkan east=Naho west=Ähvö
Tiri north=Tusaa south=Asuun east=Jena west=Äses
Äppälüüvääsä north=Töömästää south=Taatihdilmen east=Küüttönnönää west=Tootolletkaa
Inäpin north=Löövä south=Kiritä east=Ivoslelona west=Sülimen
Pite north=Renaa south=Aren east=Täläätsääs west=Temaruumii
Kepput north=Kotkirra south=Tellö east=Atti west=Ässerän
Esira north=Püülpevinätää south=Edöräppämä east=Attedoo west=Portido
Kuuhen north=Sähtälkäkäätäs south=Anittalustes east=Tämpeeti west=Tanti
Äläkös north=Ihepittä south=Tikkoo east=Süühüönilkidäs west=Mana
Neträ north=Lemeevis south=Merjön east=Enä west=Inüntiiränö
Säppää north=Ahenamine south=Niri east=Iläs west=Sinööstö
Elkellee north=Ihdä south=Jenättee east=Äläälimä west=Arja
Äppänköpä north=Mivis south=Oonenki east=Ivajo west=Pisöömö
Ileppöösöö north=Pääske south=Eneköö east=Äätööpön west=Neettoon
